timestamp,s_min_t_sum,s_max_t_sum,s_sum_t_sum,s_mean_t_sum,s_min_t_mean,s_max_t_mean,s_sum_t_mean,s_mean_t_mean
1604188800000,13.0,4573.0,6950.0,772.2222222222222,0.48148148148148145,169.37037037037038,257.4074074074074,28.60082304526749
1606780800000,31.0,11062.0,15840.0,1760.0,1.0,356.83870967741933,510.96774193548384,56.774193548387096
1609459200000,31.0,12780.0,18013.0,2001.4444444444443,1.0,412.258064516129,581.0645161290322,64.56272401433691
1612137600000,28.0,12320.0,17243.0,1915.888888888889,1.0,440.0,615.8214285714287,68.42460317460319
1614556800000,29.0,13119.0,18223.0,2024.7777777777778,1.0,452.37931034482756,628.3793103448276,69.8199233716475
