timestamp,Abderafi,Bahir_Dar,Galafi,Gondar,Hamdayet,Lugdi,Sehra,Tsorona,Wad_Al_Mahi
1604188800000,2.6666666666666665,0.48148148148148145,0.48148148148148145,0.48148148148148145,169.37037037037038,78.5925925925926,0.48148148148148145,0.48148148148148145,4.37037037037037
1606780800000,9.193548387096774,1.0,1.0,1.0,356.83870967741933,132.93548387096774,1.0,1.0,7.0
1609459200000,10.0,1.0,1.0,1.0,412.258064516129,146.80645161290323,1.0,1.0,7.0
1612137600000,10.0,1.0,1.0,1.0,440.0,154.71428571428572,1.0,1.0,6.107142857142857
1614556800000,10.0,1.0,1.0,1.0,452.37931034482756,155.0,1.0,1.0,6.0
